timestamp,key,input_type
2021-05-25 18:14:00.352335,EXPERIMENT_START,KEYBOARD
2021-05-25 18:14:00.354289,1,KEYBOARD
2021-05-25 18:14:00.522945,+,KEYBOARD
2021-05-25 18:14:00.688640,2,KEYBOARD
2021-05-25 18:14:00.854400,+,KEYBOARD
2021-05-25 18:14:00.971894,3,KEYBOARD
2021-05-25 18:14:01.127309,+,KEYBOARD
2021-05-25 18:14:01.255521,4,KEYBOARD
2021-05-25 18:14:01.388413,+,KEYBOARD
2021-05-25 18:14:01.584352,5,KEYBOARD
2021-05-25 18:14:01.720562,+,KEYBOARD
2021-05-25 18:14:01.864544,6,KEYBOARD
2021-05-25 18:14:01.997923,+,KEYBOARD
2021-05-25 18:14:02.145586,7,KEYBOARD
2021-05-25 18:14:02.252801,+,KEYBOARD
2021-05-25 18:14:02.458252,8,KEYBOARD
2021-05-25 18:14:02.576330,+,KEYBOARD
2021-05-25 18:14:02.764569,9,KEYBOARD
2021-05-25 18:14:02.902346,+,KEYBOARD
2021-05-25 18:14:03.092369,1,KEYBOARD
2021-05-25 18:14:03.188488,0,KEYBOARD
2021-05-25 18:14:03.419217,+,KEYBOARD
2021-05-25 18:14:03.640817,1,KEYBOARD
2021-05-25 18:14:03.845073,1,KEYBOARD
2021-05-25 18:14:04.038868,+,KEYBOARD
2021-05-25 18:14:04.123514,1,KEYBOARD
2021-05-25 18:14:04.226448,2,KEYBOARD
2021-05-25 18:14:04.373441,+,KEYBOARD
2021-05-25 18:14:04.503607,1,KEYBOARD
2021-05-25 18:14:04.579086,3,KEYBOARD
2021-05-25 18:14:04.683927,+,KEYBOARD
2021-05-25 18:14:04.901185,1,KEYBOARD
2021-05-25 18:14:05.021849,4,KEYBOARD
2021-05-25 18:14:05.209269,+,KEYBOARD
2021-05-25 18:14:05.402196,1,KEYBOARD
2021-05-25 18:14:05.500972,5,KEYBOARD
2021-05-25 18:14:05.606740,+,KEYBOARD
2021-05-25 18:14:05.767227,1,KEYBOARD
2021-05-25 18:14:05.829354,6,KEYBOARD
2021-05-25 18:14:05.943831,+,KEYBOARD
2021-05-25 18:14:06.177256,1,KEYBOARD
2021-05-25 18:14:06.328083,7,KEYBOARD
2021-05-25 18:14:06.427922,+,KEYBOARD
2021-05-25 18:14:06.703673,1,KEYBOARD
2021-05-25 18:14:06.866682,8,KEYBOARD
2021-05-25 18:14:06.976584,+,KEYBOARD
2021-05-25 18:14:07.112368,1,KEYBOARD
2021-05-25 18:14:07.225703,9,KEYBOARD
2021-05-25 18:14:07.354807,+,KEYBOARD
2021-05-25 18:14:07.570925,2,KEYBOARD
2021-05-25 18:14:07.683785,0,KEYBOARD
2021-05-25 18:14:08.522394,Evaluate,KEYBOARD
2021-05-25 18:14:08.522394,EXPERIMENT_END,BUTTON
2021-05-25 18:14:12.386004,EXPERIMENT_START,KEYBOARD
2021-05-25 18:14:12.387959,1,KEYBOARD
2021-05-25 18:14:12.629093,+,KEYBOARD
2021-05-25 18:14:12.803316,2,KEYBOARD
2021-05-25 18:14:13.015071,+,KEYBOARD
2021-05-25 18:14:13.176892,3,KEYBOARD
2021-05-25 18:14:13.440841,+,KEYBOARD
2021-05-25 18:14:13.655420,4,KEYBOARD
2021-05-25 18:14:13.787921,+,KEYBOARD
2021-05-25 18:14:13.963557,5,KEYBOARD
2021-05-25 18:14:14.149436,+,KEYBOARD
2021-05-25 18:14:14.302690,6,KEYBOARD
2021-05-25 18:14:14.462579,+,KEYBOARD
2021-05-25 18:14:14.635032,7,KEYBOARD
2021-05-25 18:14:14.794727,+,KEYBOARD
2021-05-25 18:14:15.013352,8,KEYBOARD
2021-05-25 18:14:15.152914,+,KEYBOARD
2021-05-25 18:14:15.332731,9,KEYBOARD
2021-05-25 18:14:15.512031,+,KEYBOARD
2021-05-25 18:14:15.732424,1,KEYBOARD
2021-05-25 18:14:15.793588,0,KEYBOARD
2021-05-25 18:14:16.084649,+,KEYBOARD
2021-05-25 18:14:16.224860,1,KEYBOARD
2021-05-25 18:14:16.408144,1,KEYBOARD
2021-05-25 18:14:16.582954,+,KEYBOARD
2021-05-25 18:14:16.699728,1,KEYBOARD
2021-05-25 18:14:16.770808,2,KEYBOARD
2021-05-25 18:14:16.928069,+,KEYBOARD
2021-05-25 18:14:17.067442,1,KEYBOARD
2021-05-25 18:14:17.132284,3,KEYBOARD
2021-05-25 18:14:17.294307,+,KEYBOARD
2021-05-25 18:14:17.460784,1,KEYBOARD
2021-05-25 18:14:17.658528,4,KEYBOARD
2021-05-25 18:14:17.833618,+,KEYBOARD
2021-05-25 18:14:17.970018,1,KEYBOARD
2021-05-25 18:14:18.051813,5,KEYBOARD
2021-05-25 18:14:18.219873,+,KEYBOARD
2021-05-25 18:14:18.342358,1,KEYBOARD
2021-05-25 18:14:18.410956,6,KEYBOARD
2021-05-25 18:14:18.556056,+,KEYBOARD
2021-05-25 18:14:18.868565,1,KEYBOARD
2021-05-25 18:14:18.993476,7,KEYBOARD
